parentid,objectid,title,object_location,date,date-is-approximate?,creator,recipient,description,item_information,subject,location,latitude,longitude,publisher-digital,source,findingaid,original-identifier,identifier,rights,rightsstatement,type,format,language,relation,display_template,image_small,image_thumb,image_alt_text,
,am250_040,The Stamp Act Crisis in North Carolina,https://www.ncanchor.org/anchor/stamp-act-crisis-north,1765,,"McKown, Harry W., Jr.",,An article about how citizens of North Carolina respoinded to the Stamp Act,encyclopedia article,"North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Wilmington, North Carolina; Massachusetts",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about North Carolina's response to the Stamp Act,58
,am250_041,"Primary Source: The ""Edenton Tea Party""",https://www.ncanchor.org/anchor/primary-source-edenton-tea,1774,,"Agan, Kelly",,An article providing primary source documentation about the Edenton Tea Party,encyclopedia article,"Edenton Tea Party, Edenton, NC, 1774; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Edenton, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read the primary source newspaper article that was the Edenton Tea Party,72
am250_075,am250_042,Primary Source: Backcountry Residents Proclaim Their Loyalty,https://www.ncanchor.org/anchor/primary-source-backcountry,1775,,,,An article providing primary source documentation about views of the Loyalist side of the Revolutionary War,encyclopedia article,"American loyalists--North Carolina; North Carolina--History--American Revolutionary War, 1775-1783; Rowan County (N.C.)--History; Surry County (N.C.)--History; United States--History--Revolution, 1775-1783","Rowan County, North Carolina; Surry County, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about the statement from the Loyalists in parts of North Carolina,75
am250_075,am250_043,Primary Source: Loyalist Perspective on the Violence in Wilmington,https://www.ncanchor.org/anchor/primary-source-loyalist,1775,,"Schaw, Janet",,An article providing primary source documentation about views of the Loyalist side of the Revolutionary War,encyclopedia article,"American loyalists--North Carolina; New Hanover County (N.C.)--History; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Wilmington, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about the view of the Revolutionary War from the perspective of one Loyalist,86
am250_075,am250_044,The Black Pioneers Loyalist Company,https://www.ncanchor.org/anchor/black-pioneers-loyalist,1776-1783,n,"Kemisa, Kassa",,An article about the Black Pioneers Loyalist Company,encyclopedia article,"African American soldiers--North Carolina--History; American loyalists--North Carolina; New Hanover County (N.C.)--History; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Wilmington, North Carolina; New York; Philadelphia, Pennsylvania; Nova Scotia, Canada",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about the Black Pioneers Loyalist Company,51
am250_075,am250_045,"Thomas Peters: Black Loyalist, Politician, and a Founding Father of Sierra Leone",https://www.ncanchor.org/anchor/thomas-peters,1738-1792,y,"Kemisa, Kassa",,An article about Revolutionary loyalist Thomas Peters,encyclopedia article,"African American soldiers--North Carolina--History; New Hanover County (N.C.)--History; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; United States--History--Revolution, 1775-1783","Nigeria; Louisiana; Wilmington, North Carolina; New York; Nova Scotia, Canada; St. John, New Brunswick, Canada; London, United Kingdom; Sierra Leone, Africa",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about Revolutionary loyalist Thomas Peters,52
am250_003,am250_046,The Battle of Moores Creek Bridge,https://www.ncanchor.org/anchor/battle-moores-creek-bridge,1776,n,,,An article about the Battle of Moore's Creek Bridge in North Carolina,encyclopedia article,"Battles; Moores Creek Bridge, Battle of, N.C., 1776; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Wilmington, North Carolina; Fayetteville, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about the Battle of Moores Creek Bridge,49
,am250_047,A Call for Independence,https://www.ncanchor.org/anchor/call-independence,1776,n,"Tomberlin, Jason",,An article focusing on the Halifax Resolves,encyclopedia article,"Halifax (N.C.)--History; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Halifax, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about the Halifax Resolves,36
am250_003,am250_048,Primary Source: An Authentick Relation of the Battle of Alamance,https://www.ncanchor.org/anchor/primary-source-authentick,1771,n,,,An article providing primary source documentation about the Battle of Alamance,encyclopedia article,"Alamance Creek, Battle of, N.C., 1771; Battles; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Alamance County, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read a primary source article about the Battle of Alamance,58
am250_003,am250_049,Skirmish at the House in the Horseshoe,https://www.ncanchor.org/anchor/skirmish-house-horseshoe,1781,n,,,An article about a Revolutionary War fight between Patriots and Loyalists in North Carolina,encyclopedia article,"Battles; North Carolina--History--American Revolutionary War, 1775-1783; United States--History--Revolution, 1775-1783","Moore County, North Carolina",,,A North Carolina History Resource (ANCHOR),Library of North Carolina,,,,"ANCHOR content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncanchor.org/writing-and-citing-site-content,text,text/html,eng,,html,,,Read more about the Skirmish at the House in the Horseshoe,58
am250_054,am250_050,William Hooper Papers,https://digital.ncdcr.gov/Documents/Detail/william-hooper-papers/424016?item=424017,,,"Hooper, William",,"Papers of William Hooper, a lawyer, legislator, and delegate of the Continental Congress. The collection includes correspondence, a manuscript biographical sketch, a copy of General Jethro Sumner's proclamation, and copies of Judge Alfred Moore's obituary.",personal papers,"American loyalists; North Carolina--Militia; Great Britain--Colonies--America--History--18th century; United States--History--Revolution, 1775-1783; North Carolina--History--Revolution, 1775-1783; United States. Continental Congress; North Carolina--History--1775-1865","Pennsylvania; Orange County, North Carolina; New Hanover County, North Carolina; Boston, Massachusetts; Wilmington, North Carolina",,,William Hooper papers,State Archives of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Correspondence of William Hooper a North Carolina delegate to the Continental Congress,86
,am250_051,"Records of Provincial Conventions and Congresses, 1775",https://digital.ncdcr.gov/Documents/Detail/records-of-provincial-conventions-and-congresses-1775/439806?item=439850,1775,n,North Carolina Provincial Congress,,"Journals, proclamations, resolutions, depositions, vouchers, receipts, certificates of election, and correspondence with delegates in Congress.",papers,"Interim governments; Great Britain--Colonies--America--Administration; Great Britain--Colonies--America--History--18th century; North Carolina--Politics and government--1775-1783; North Carolina--Politics and government--To 1775; North Carolina--History--Revolution, 1775-1783; North Carolina--History--Colonial period, ca. 1600-1775",North Carolina,,,North Carolina Provincial Congress,State Archives of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read documents of the proceedings of the 1775 Provincial Congresses,67
,am250_052,"Records of Provincial Conventions and Congresses, 1776",https://digital.ncdcr.gov/Documents/Detail/records-of-provincial-conventions-and-congresses-1776/439939?item=439942,1776,n,North Carolina Provincial Congress,,"Journals, proclamations, resolutions, depositions, vouchers, receipts, certificates of election, and correspondence with delegates in Congress.",papers,"Interim governments; Great Britain--Colonies--America--Administration; Great Britain--Colonies--America--History--18th century; North Carolina--Politics and government--1775-1783; North Carolina--Politics and government--To 1775; North Carolina--History--Revolution, 1775-1783; North Carolina--History--Colonial period, ca. 1600-1775",North Carolina,,,North Carolina Provincial Congress,State Archives of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read documents of the proceedings of the 1776 Provincial Congresses,67
,am250_053,"Records of Provincial Conventions and Congresses, Continental Congress Messages",https://digital.ncdcr.gov/Documents/Detail/records-of-provincial-conventions-and-congresses-continental-congress-messages/440077?item=440078,1776,n,United States Continental Congress,,"Journals, proclamations, resolutions, depositions, vouchers, receipts, certificates of election, and correspondence with delegates in Congress.",papers,"Interim governments; Great Britain--Colonies--America--Administration; Great Britain--Colonies--America--History--18th century; North Carolina--Politics and government--1775-1783; North Carolina--Politics and government--To 1775; North Carolina--History--Revolution, 1775-1783; North Carolina--History--Colonial period, ca. 1600-1775","Philadelphia, Pennsylvania",,,United States Continental Congress,State Archives of North Carolina,,,,"Users are responsible for determining the legal status of and securing any permissions necessary to distribute, reproduce, or make other use of this item.",https://digital.ncdcr.gov/about#copyright-and-use-restrictions-simple-rich-text-area,text,text/html,eng,,pdf,,,Read documents from the United State Continental Congress,57
,am250_054,Patriots of the Revolution,,,,,,Articles about NC patriots of the American Revolution,,"North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783",,,,,,,,,,,,,eng,,compound_object,,,Articles about NC patriots of the American Revolution,53
am250_054,am250_055,James Moore,https://www.ncpedia.org/biography/moore-james,1737-1777,n,"Troxler, George W.",,An article about Revolutionary patriot James Moore,encyclopedia article,"Alamance Creek, Battle of, N.C., 1771; Biography; Interm goverments; Moores Creek Bridge, Battle of, N.C., 1776; North Carolina--History--1775-1865; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","New Hanover County, North Carolina; Brunswick, North Carolina; Wilmington, North Carolina; Hillsborough, North Carolina; Fayetteville, North Carolina; Charleston, South Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot James Moore,49
am250_054,am250_056,James Armstrong,https://www.ncpedia.org/biography/armstrong-james,,,"Johnson, Elmer D.",,"An article about Revolutionary patriot officer, James Armstrong",encyclopedia article,"Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","PItt County, North Carolina;  Stono Ferry, Sourth Carolina; Fayetteville, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot officer James Armstrong,61
am250_054,am250_057,Thomas Amis,https://www.ncpedia.org/biography/amis-thomas,1744-1797,n,"Agan, Kelly; Starnes, Sam",,"An article about Revolutionary patriot officer, Thomas Amis",encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina Society of the Cincinnati; United States. Continental Army. North Carolina Regiment, Third; United States--History--Revolution, 1775-1783; ","Halifax County, North Carolina; Bladen County, North Carolina; Wilmington, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot officer Thomas Amis,57
am250_054,am250_058,Andrew Balfour,https://www.ncpedia.org/biography/balfour-andrew,1737-1782,n,"Raper, Horace W.",,"An article about Revolutionary patriot leader, Andrew Balfour",encyclopedia article,"Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","Randolph County, North Carolina; Charleston, Sourth Carolina; Rowan County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot leader Andrew Balfour,59
am250_054,am250_059,Jacob Turner,https://www.ncpedia.org/biography/turner-jacob,1745-1777,y,"Smith, Claimborne T., Jr.",,An article about Revolutionary patriot Jacob Turner,encyclopedia article,"Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States. Continental Army. North Carolina Regiment, Third; United States--History--Revolution, 1775-1783","Southampton County, Virginia; Warren County, North Carolina; Germantown, Pennsylvania",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Jacob Turner,50
am250_054,am250_060,Martin Black,https://www.ncpedia.org/biography/black-martin,1751-1821,y,"Kassa, Kemisa",,An article about Revolutionary patriot Martin Black,encyclopedia article,"African American soldiers--History; Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States. Continental Army; United States--History--Revolution, 1775-1783","Craven County, North Carolina; New Bern, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Martin Black,50
am250_054,am250_061,Reading Blount,https://www.ncpedia.org/biography/blount-reading,1757-1807,n,"Worthy, Pauline",,An article about Revolutionary patriot Reading Blount,encyclopedia article,"Biography; Guilford Courthouse, Battle of, N.C., 1781; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina Society of the Cincinnati; United States. Continental Army. North Carolina Regiment, Third; United States--History--Revolution, 1775-1783","PItt County, North Carolina; Guilford Courthouse, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Reading Blount,52
am250_054,am250_062,Thomas Brown,https://www.ncpedia.org/biography/brown-thomas,1744-1811,n,"Snow, Claude H., Jr.",,An article about Revolutionary patriot Thomas Brown,encyclopedia article,"Biography; Interim governments; Moores Creek Bridge, Battle of, N.C., 1776; North Carolina. General Assembly; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States--History--Revolution, 1775-1783","Bladen County, North Carolina; Wilmington, North Carolina; Elizabbethtown, North Carolina; South Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Thomas Brown,50
am250_054,am250_063,Joseph Winston,https://www.ncpedia.org/biography/winston-joseph,1746-1815,n,"Hendricks, J. Edwin",,An article about Revolutionary patriot Joseph Winston,encyclopedia article,"Biography; Interim governments; North Carolina. General Assembly; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States--History--Revolution, 1775-1783","Louisa County, Virginia; Surry County, North Carolina; Hillsborough, North Carolina; Halifax, North Carolina; Fayetteville, North Carolina; Kings Mountain, North Carolina; Guilford County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Joseph Winston,52
am250_054,am250_064,Dempsey Burges (Burgess),https://www.ncpedia.org/biography/burges-burgess-dempsey,1751-1800,n,"Johnson, Elmer D.",,An article about Revolutionary patriot Dempsey Burges,encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States--History--Revolution, 1775-1783; United States. Congress. House--Biography","Pasquotank County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Dempsey Burges,52
am250_054,am250_065,John Butler,https://www.ncpedia.org/biography/butler-john,,,"Butler, Lindley S.",,An article about Revolutionary patriot John Butler,encyclopedia article,"Biography; Moores Creek Bridge, Battle of, N.C., 1776; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","Orange County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot John Butler,49
am250_054,am250_066,Griffith Rutherford,https://www.ncpedia.org/biography/rutherford-griffith,1721-1805,y,"Cashion, Jerry C.",,An article about Revolutionary patriot Griffith Rutherford,encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","Scotland; Ireland; Pennsylvania; Halifax County, North Carolina; Rowan County, North Carolina; Camden, South Carolina; Georgia; St. Augustine, Florida",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Griffith Rutherford,57
am250_054,am250_067,Ishmael Titus,https://www.ncpedia.org/biography/titus-ishmael,1743-1855,y,"Dease, Jared; Smythe, Andrea",,An article about Revolutionary patriot Ishmael patriot,encyclopedia article,"African American soldiers--History; Biography; Camden, Battle of, Camden, S.C., 1780; Kings Mountain, Battle of, N.C., 1780; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States. Continental Army; United States--History--Revolution, 1775-1783","Amelia County, Virginia; Stokes County, North Carolina; Rowan County, North Carolina; New York; Massachusetts; Vermont",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Ishmael TItus,51
am250_054,am250_068,John Ashe,https://www.ncpedia.org/biography/ashe-john,1725-1781,n,"Whiteside, Heustis P.",,An article about Revolutionary patriot John Ashe,encyclopedia article,"Biography; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","New Hanover County, North Carolina; Wilmington, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot John Ashe,47
am250_054,am250_069,"Cornelius Harnett, Jr.",https://www.ncpedia.org/biography/harnett-cornelius-jr,1723-1781,n,"Lennon, Donald R.",,"An article about Revolutionary patriot Cornelius Harnett, Jr",encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States. Continental Congress; United States--History--Revolution, 1775-1783","Chowan County, North Carolina; Brunswick Town, North Carolina; New Hanover County, North Carolina; Wilmington, North Carolina; Halifax, North Carolina; Onslow County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,"Read more about Revolutionary patriot Cornelius Harnett, Jr.",60
am250_054,am250_070,Robert Howe,https://www.ncpedia.org/biography/howe-robert,1732-1786,n,"Rankin, Hugh F.",,An article about Revolutionary patriot Robert Howe,encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States. Continental Army; United States--History--Revolution, 1775-1783","New Hanover County, North Carolina; Wilmington, North Carolina; Bladen County, North Carolina; Brunswick County, North Carolina; Charleston, South Carolina; Virginia; Georgia",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Robert Howe,49
am250_054,am250_071,Penelope Barker,https://www.ncpedia.org/biography/barker-penelope,1728-1796,n,"Martin, Michael G., Jr.",,An article about Revolutionary patriot Penelope Barker,encyclopedia article,"Biography; Edenton Tea Party, Edenton, NC, 1774; North Carolina--History--American Revolutionary War, 1775-1783--Women; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783","Edenton, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Penelope Barker,53
am250_054,am250_072,Joseph Hewes,https://www.ncpedia.org/biography/hewes-joseph,1730-1779,n,"Martin, Michael G., Jr.",,"An article about NC delegate to the Continental Congress, Joseph Hewes",encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Biography; North Carolina--History--1775-1865; United States. Continental Congress; United States--History--Revolution, 1775-1783","Kingston, New Jersey; Philadelphia, Pennsylvania; Edenton, North Carolina; Chowan County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,"Read more about NC delegate to the Continental Congress, Joseph Hewes",69
am250_054,am250_073,Guilford Dudley,https://www.ncpedia.org/biography/dudley-guilford,1756-1833,n,"Butler, Lindley S.",,An article about Revolutionary patriot Guilford Dudley,encyclopedia article,"Biography; Moores Creek Bridge, Battle of, N.C., 1776; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; North Carolina. Militia; United States--History--Revolution, 1775-1783","Carolina County, Virginia; Halifax, North Carolina; Camden, South Carolina; Guilford Court House, North Carolina; Hillsborough, North Carolina; Fayetteville, North Carolina; Prince Edward County, VIrginia; Williamson County, Tennessee",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Guilford Dudley,53
am250_054,am250_074,Matthew Locke,https://www.ncpedia.org/biography/locke-matthew,1730-1801,,"Brawley, James S.",,An article about Revolutionary patriot Matthew Locke,encyclopedia article,"Biography; Interim governments; North Carolina--History--American Revolutionary War, 1775-1783--Biography; North Carolina--History--1775-1865; United States. Continental Congress; United States--History--Revolution, 1775-1783","Ireland; Lancaster County, Pennsylvania; Anson County, North Carolina; Rowan County, North Carolina",,,NCpedia,Library of North Carolina,,,,"NCpedia content has been made available by contributors for personal educational use, consistent with provisions of fair use under copyright law. For any other uses, derivatives or republication requests, please contact the individual contributors or publishers.",https://www.ncpedia.org/writing-and-citing-ncpedia-articles,text,text/html,eng,,html,,,Read more about Revolutionary patriot Matthew Locke,51
,am250_075,Loyalists of the British Government,,,,,,Articles about NC loyalists of the American Revolution,,"American loyalists--North Carolina; North Carolina--History--American Revolutionary War, 1775-1783--Soldiers, Biography; North Carolina--History--1775-1865; United States--History--Revolution, 1775-1783",,,,,,,,,,,,,,,compound_object,,,Articles about NC loyalists of the American Revolution,54
